,REF_DATE,GEO,New housing price indexes,UOM,VALUE
983,2004-07-01,"Saskatoon, Saskatchewan",Total (house and land),"Index, 201612=100",52.1
984,2004-07-01,"Calgary, Alberta",Total (house and land),"Index, 201612=100",51.3
985,2004-07-01,"Edmonton, Alberta",Total (house and land),"Index, 201612=100",60.6
986,2004-07-01,"Kelowna, British Columbia",Total (house and land),"Index, 201612=100",
987,2004-07-01,"Vancouver, British Columbia",Total (house and land),"Index, 201612=100",81.8
988,2004-07-01,"Victoria, British Columbia",Total (house and land),"Index, 201612=100",102.9
989,2004-08-01,"St. John's, Newfoundland and Labrador",Total (house and land),"Index, 201612=100",58.3
990,2004-08-01,"Halifax, Nova Scotia",Total (house and land),"Index, 201612=100",73.6
991,2004-08-01,"Québec, Quebec",Total (house and land),"Index, 201612=100",72.2
992,2004-08-01,"Sherbrooke, Quebec",Total (house and land),"Index, 201612=100",
993,2004-08-01,"Trois-Rivières, Quebec",Total (house and land),"Index, 201612=100",
994,2004-08-01,"Montréal, Quebec",Total (house and land),"Index, 201612=100",74.0
995,2004-08-01,"Oshawa, Ontario",Total (house and land),"Index, 201612=100",
996,2004-08-01,"Toronto, Ontario",Total (house and land),"Index, 201612=100",65.5
997,2004-08-01,"Hamilton, Ontario",Total (house and land),"Index, 201612=100",72.1
998,2004-08-01,"St. Catharines-Niagara, Ontario",Total (house and land),"Index, 201612=100",71.8
999,2004-08-01,"Kitchener-Cambridge-Waterloo, Ontario",Total (house and land),"Index, 201612=100",75.5
1000,2004-08-01,"Guelph, Ontario",Total (house and land),"Index, 201612=100",
1001,2004-08-01,"London, Ontario",Total (house and land),"Index, 201612=100",73.4
1002,2004-08-01,"Windsor, Ontario",Total (house and land),"Index, 201612=100",93.9
1003,2004-08-01,"Greater Sudbury, Ontario",Total (house and land),"Index, 201612=100",84.6
1004,2004-08-01,"Winnipeg, Manitoba",Total (house and land),"Index, 201612=100",53.4
1005,2004-08-01,"Regina, Saskatchewan",Total (house and land),"Index, 201612=100",45.6
1006,2004-08-01,"Saskatoon, Saskatchewan",Total (house and land),"Index, 201612=100",52.1
1007,2004-08-01,"Calgary, Alberta",Total (house and land),"Index, 201612=100",51.5
1008,2004-08-01,"Edmonton, Alberta",Total (house and land),"Index, 201612=100",60.7
1009,2004-08-01,"Kelowna, British Columbia",Total (house and land),"Index, 201612=100",
1010,2004-08-01,"Vancouver, British Columbia",Total (house and land),"Index, 201612=100",82.3
1011,2004-08-01,"Victoria, British Columbia",Total (house and land),"Index, 201612=100",104.0
1012,2004-09-01,"St. John's, Newfoundland and Labrador",Total (house and land),"Index, 201612=100",58.5
1013,2004-09-01,"Halifax, Nova Scotia",Total (house and land),"Index, 201612=100",73.6
1014,2004-09-01,"Québec, Quebec",Total (house and land),"Index, 201612=100",72.2
1015,2004-09-01,"Sherbrooke, Quebec",Total (house and land),"Index, 201612=100",
1016,2004-09-01,"Trois-Rivières, Quebec",Total (house and land),"Index, 201612=100",
1017,2004-09-01,"Montréal, Quebec",Total (house and land),"Index, 201612=100",74.6
1018,2004-09-01,"Oshawa, Ontario",Total (house and land),"Index, 201612=100",
1019,2004-09-01,"Toronto, Ontario",Total (house and land),"Index, 201612=100",65.6
1020,2004-09-01,"Hamilton, Ontario",Total (house and land),"Index, 201612=100",72.6
1021,2004-09-01,"St. Catharines-Niagara, Ontario",Total (house and land),"Index, 201612=100",72.5
1022,2004-09-01,"Kitchener-Cambridge-Waterloo, Ontario",Total (house and land),"Index, 201612=100",75.9
1023,2004-09-01,"Guelph, Ontario",Total (house and land),"Index, 201612=100",
1024,2004-09-01,"London, Ontario",Total (house and land),"Index, 201612=100",73.5
1025,2004-09-01,"Windsor, Ontario",Total (house and land),"Index, 201612=100",94.0
1026,2004-09-01,"Greater Sudbury, Ontario",Total (house and land),"Index, 201612=100",84.8
1027,2004-09-01,"Winnipeg, Manitoba",Total (house and land),"Index, 201612=100",53.8
1028,2004-09-01,"Regina, Saskatchewan",Total (house and land),"Index, 201612=100",46.1
1029,2004-09-01,"Saskatoon, Saskatchewan",Total (house and land),"Index, 201612=100",53.9
1030,2004-09-01,"Calgary, Alberta",Total (house and land),"Index, 201612=100",51.7
1031,2004-09-01,"Edmonton, Alberta",Total (house and land),"Index, 201612=100",61.1
1032,2004-09-01,"Kelowna, British Columbia",Total (house and land),"Index, 201612=100",
1033,2004-09-01,"Vancouver, British Columbia",Total (house and land),"Index, 201612=100",82.4
1034,2004-09-01,"Victoria, British Columbia",Total (house and land),"Index, 201612=100",104.3
1035,2004-10-01,"St. John's, Newfoundland and Labrador",Total (house and land),"Index, 201612=100",58.5
1036,2004-10-01,"Halifax, Nova Scotia",Total (house and land),"Index, 201612=100",73.6
1037,2004-10-01,"Québec, Quebec",Total (house and land),"Index, 201612=100",72.4
1038,2004-10-01,"Sherbrooke, Quebec",Total (house and land),"Index, 201612=100",
1039,2004-10-01,"Trois-Rivières, Quebec",Total (house and land),"Index, 201612=100",
1040,2004-10-01,"Montréal, Quebec",Total (house and land),"Index, 201612=100",75.1
1041,2004-10-01,"Oshawa, Ontario",Total (house and land),"Index, 201612=100",
1042,2004-10-01,"Toronto, Ontario",Total (house and land),"Index, 201612=100",65.7
1043,2004-10-01,"Hamilton, Ontario",Total (house and land),"Index, 201612=100",73.0
1044,2004-10-01,"St. Catharines-Niagara, Ontario",Total (house and land),"Index, 201612=100",72.7
1045,2004-10-01,"Kitchener-Cambridge-Waterloo, Ontario",Total (house and land),"Index, 201612=100",76.9
1046,2004-10-01,"Guelph, Ontario",Total (house and land),"Index, 201612=100",
1047,2004-10-01,"London, Ontario",Total (house and land),"Index, 201612=100",73.7
1048,2004-10-01,"Windsor, Ontario",Total (house and land),"Index, 201612=100",94.0
1049,2004-10-01,"Greater Sudbury, Ontario",Total (house and land),"Index, 201612=100",84.7
1050,2004-10-01,"Winnipeg, Manitoba",Total (house and land),"Index, 201612=100",53.8
1051,2004-10-01,"Regina, Saskatchewan",Total (house and land),"Index, 201612=100",46.2
1052,2004-10-01,"Saskatoon, Saskatchewan",Total (house and land),"Index, 201612=100",53.9
1053,2004-10-01,"Calgary, Alberta",Total (house and land),"Index, 201612=100",51.8
1054,2004-10-01,"Edmonton, Alberta",Total (house and land),"Index, 201612=100",61.5
1055,2004-10-01,"Kelowna, British Columbia",Total (house and land),"Index, 201612=100",
1056,2004-10-01,"Vancouver, British Columbia",Total (house and land),"Index, 201612=100",82.4
1057,2004-10-01,"Victoria, British Columbia",Total (house and land),"Index, 201612=100",104.0
1058,2004-11-01,"St. John's, Newfoundland and Labrador",Total (house and land),"Index, 201612=100",59.2
1059,2004-11-01,"Halifax, Nova Scotia",Total (house and land),"Index, 201612=100",73.6
1060,2004-11-01,"Québec, Quebec",Total (house and land),"Index, 201612=100",72.8
1061,2004-11-01,"Sherbrooke, Quebec",Total (house and land),"Index, 201612=100",
1062,2004-11-01,"Trois-Rivières, Quebec",Total (house and land),"Index, 201612=100",
1063,2004-11-01,"Montréal, Quebec",Total (house and land),"Index, 201612=100",75.6
1064,2004-11-01,"Oshawa, Ontario",Total (house and land),"Index, 201612=100",
1065,2004-11-01,"Toronto, Ontario",Total (house and land),"Index, 201612=100",65.9
1066,2004-11-01,"Hamilton, Ontario",Total (house and land),"Index, 201612=100",73.9
1067,2004-11-01,"St. Catharines-Niagara, Ontario",Total (house and land),"Index, 201612=100",73.1
1068,2004-11-01,"Kitchener-Cambridge-Waterloo, Ontario",Total (house and land),"Index, 201612=100",77.9
1069,2004-11-01,"Guelph, Ontario",Total (house and land),"Index, 201612=100",
1070,2004-11-01,"London, Ontario",Total (house and land),"Index, 201612=100",73.8
1071,2004-11-01,"Windsor, Ontario",Total (house and land),"Index, 201612=100",94.0
1072,2004-11-01,"Greater Sudbury, Ontario",Total (house and land),"Index, 201612=100",84.9
1073,2004-11-01,"Winnipeg, Manitoba",Total (house and land),"Index, 201612=100",53.8
1074,2004-11-01,"Regina, Saskatchewan",Total (house and land),"Index, 201612=100",46.3
1075,2004-11-01,"Saskatoon, Saskatchewan",Total (house and land),"Index, 201612=100",53.9
1076,2004-11-01,"Calgary, Alberta",Total (house and land),"Index, 201612=100",51.8
1077,2004-11-01,"Edmonton, Alberta",Total (house and land),"Index, 201612=100",62.0
1078,2004-11-01,"Kelowna, British Columbia",Total (house and land),"Index, 201612=100",
1079,2004-11-01,"Vancouver, British Columbia",Total (house and land),"Index, 201612=100",82.8
1080,2004-11-01,"Victoria, British Columbia",Total (house and land),"Index, 201612=100",104.1
1081,2004-12-01,"St. John's, Newfoundland and Labrador",Total (house and land),"Index, 201612=100",59.2
1082,2004-12-01,"Halifax, Nova Scotia",Total (house and land),"Index, 201612=100",73.6
1083,2004-12-01,"Québec, Quebec",Total (house and land),"Index, 201612=100",72.8
1084,2004-12-01,"Sherbrooke, Quebec",Total (house and land),"Index, 201612=100",
1085,2004-12-01,"Trois-Rivières, Quebec",Total (house and land),"Index, 201612=100",
1086,2004-12-01,"Montréal, Quebec",Total (house and land),"Index, 201612=100",75.6
1087,2004-12-01,"Oshawa, Ontario",Total (house and land),"Index, 201612=100",
1088,2004-12-01,"Toronto, Ontario",Total (house and land),"Index, 201612=100",66.0
1089,2004-12-01,"Hamilton, Ontario",Total (house and land),"Index, 201612=100",73.8
1090,2004-12-01,"St. Catharines-Niagara, Ontario",Total (house and land),"Index, 201612=100",74.5
1091,2004-12-01,"Kitchener-Cambridge-Waterloo, Ontario",Total (house and land),"Index, 201612=100",78.0
1092,2004-12-01,"Guelph, Ontario",Total (house and land),"Index, 201612=100",
1093,2004-12-01,"London, Ontario",Total (house and land),"Index, 201612=100",74.4
1094,2004-12-01,"Windsor, Ontario",Total (house and land),"Index, 201612=100",94.0
1095,2004-12-01,"Greater Sudbury, Ontario",Total (house and land),"Index, 201612=100",84.9
1096,2004-12-01,"Winnipeg, Manitoba",Total (house and land),"Index, 201612=100",54.2
1097,2004-12-01,"Regina, Saskatchewan",Total (house and land),"Index, 201612=100",46.3
1098,2004-12-01,"Saskatoon, Saskatchewan",Total (house and land),"Index, 201612=100",54.0
1099,2004-12-01,"Calgary, Alberta",Total (house and land),"Index, 201612=100",51.9
1100,2004-12-01,"Edmonton, Alberta",Total (house and land),"Index, 201612=100",62.0
1101,2004-12-01,"Kelowna, British Columbia",Total (house and land),"Index, 201612=100",
1102,2004-12-01,"Vancouver, British Columbia",Total (house and land),"Index, 201612=100",83.0
1103,2004-12-01,"Victoria, British Columbia",Total (house and land),"Index, 201612=100",104.8
1104,2005-01-01,"St. John's, Newfoundland and Labrador",Total (house and land),"Index, 201612=100",59.7
1105,2005-01-01,"Halifax, Nova Scotia",Total (house and land),"Index, 201612=100",73.6
1106,2005-01-01,"Québec, Quebec",Total (house and land),"Index, 201612=100",73.1
1107,2005-01-01,"Sherbrooke, Quebec",Total (house and land),"Index, 201612=100",
1108,2005-01-01,"Trois-Rivières, Quebec",Total (house and land),"Index, 201612=100",
1109,2005-01-01,"Montréal, Quebec",Total (house and land),"Index, 201612=100",75.9
1110,2005-01-01,"Oshawa, Ontario",Total (house and land),"Index, 201612=100",
1111,2005-01-01,"Toronto, Ontario",Total (house and land),"Index, 201612=100",66.1
1112,2005-01-01,"Hamilton, Ontario",Total (house and land),"Index, 201612=100",74.0
1113,2005-01-01,"St. Catharines-Niagara, Ontario",Total (house and land),"Index, 201612=100",74.9
1114,2005-01-01,"Kitchener-Cambridge-Waterloo, Ontario",Total (house and land),"Index, 201612=100",77.9
1115,2005-01-01,"Guelph, Ontario",Total (house and land),"Index, 201612=100",
1116,2005-01-01,"London, Ontario",Total (house and land),"Index, 201612=100",74.9
1117,2005-01-01,"Windsor, Ontario",Total (house and land),"Index, 201612=100",95.4
1118,2005-01-01,"Greater Sudbury, Ontario",Total (house and land),"Index, 201612=100",84.9
1119,2005-01-01,"Winnipeg, Manitoba",Total (house and land),"Index, 201612=100",55.0
1120,2005-01-01,"Regina, Saskatchewan",Total (house and land),"Index, 201612=100",46.3
1121,2005-01-01,"Saskatoon, Saskatchewan",Total (house and land),"Index, 201612=100",54.0
1122,2005-01-01,"Calgary, Alberta",Total (house and land),"Index, 201612=100",52.0
1123,2005-01-01,"Edmonton, Alberta",Total (house and land),"Index, 201612=100",62.1
1124,2005-01-01,"Kelowna, British Columbia",Total (house and land),"Index, 201612=100",
1125,2005-01-01,"Vancouver, British Columbia",Total (house and land),"Index, 201612=100",83.0
1126,2005-01-01,"Victoria, British Columbia",Total (house and land),"Index, 201612=100",105.4
1127,2005-02-01,"St. John's, Newfoundland and Labrador",Total (house and land),"Index, 201612=100",59.9
1128,2005-02-01,"Halifax, Nova Scotia",Total (house and land),"Index, 201612=100",73.6
1129,2005-02-01,"Québec, Quebec",Total (house and land),"Index, 201612=100",73.5
1130,2005-02-01,"Sherbrooke, Quebec",Total (house and land),"Index, 201612=100",
1131,2005-02-01,"Trois-Rivières, Quebec",Total (house and land),"Index, 201612=100",
1132,2005-02-01,"Montréal, Quebec",Total (house and land),"Index, 201612=100",76.2
1133,2005-02-01,"Oshawa, Ontario",Total (house and land),"Index, 201612=100",
1134,2005-02-01,"Toronto, Ontario",Total (house and land),"Index, 201612=100",66.2
1135,2005-02-01,"Hamilton, Ontario",Total (house and land),"Index, 201612=100",74.3
1136,2005-02-01,"St. Catharines-Niagara, Ontario",Total (house and land),"Index, 201612=100",74.6
1137,2005-02-01,"Kitchener-Cambridge-Waterloo, Ontario",Total (house and land),"Index, 201612=100",78.2
1138,2005-02-01,"Guelph, Ontario",Total (house and land),"Index, 201612=100",
1139,2005-02-01,"London, Ontario",Total (house and land),"Index, 201612=100",74.9
1140,2005-02-01,"Windsor, Ontario",Total (house and land),"Index, 201612=100",96.2
1141,2005-02-01,"Greater Sudbury, Ontario",Total (house and land),"Index, 201612=100",85.0
1142,2005-02-01,"Winnipeg, Manitoba",Total (house and land),"Index, 201612=100",55.0
1143,2005-02-01,"Regina, Saskatchewan",Total (house and land),"Index, 201612=100",47.5
1144,2005-02-01,"Saskatoon, Saskatchewan",Total (house and land),"Index, 201612=100",54.0
1145,2005-02-01,"Calgary, Alberta",Total (house and land),"Index, 201612=100",52.3
1146,2005-02-01,"Edmonton, Alberta",Total (house and land),"Index, 201612=100",62.6
1147,2005-02-01,"Kelowna, British Columbia",Total (house and land),"Index, 201612=100",
1148,2005-02-01,"Vancouver, British Columbia",Total (house and land),"Index, 201612=100",83.1
1149,2005-02-01,"Victoria, British Columbia",Total (house and land),"Index, 201612=100",106.2
1150,2005-03-01,"St. John's, Newfoundland and Labrador",Total (house and land),"Index, 201612=100",60.0
1151,2005-03-01,"Halifax, Nova Scotia",Total (house and land),"Index, 201612=100",73.6
1152,2005-03-01,"Québec, Quebec",Total (house and land),"Index, 201612=100",73.5
1153,2005-03-01,"Sherbrooke, Quebec",Total (house and land),"Index, 201612=100",
1154,2005-03-01,"Trois-Rivières, Quebec",Total (house and land),"Index, 201612=100",
1155,2005-03-01,"Montréal, Quebec",Total (house and land),"Index, 201612=100",76.7
1156,2005-03-01,"Oshawa, Ontario",Total (house and land),"Index, 201612=100",
1157,2005-03-01,"Toronto, Ontario",Total (house and land),"Index, 201612=100",66.6
1158,2005-03-01,"Hamilton, Ontario",Total (house and land),"Index, 201612=100",74.6
1159,2005-03-01,"St. Catharines-Niagara, Ontario",Total (house and land),"Index, 201612=100",74.9
1160,2005-03-01,"Kitchener-Cambridge-Waterloo, Ontario",Total (house and land),"Index, 201612=100",78.3
1161,2005-03-01,"Guelph, Ontario",Total (house and land),"Index, 201612=100",
1162,2005-03-01,"London, Ontario",Total (house and land),"Index, 201612=100",75.3
1163,2005-03-01,"Windsor, Ontario",Total (house and land),"Index, 201612=100",95.9
1164,2005-03-01,"Greater Sudbury, Ontario",Total (house and land),"Index, 201612=100",84.8
1165,2005-03-01,"Winnipeg, Manitoba",Total (house and land),"Index, 201612=100",55.4
1166,2005-03-01,"Regina, Saskatchewan",Total (house and land),"Index, 201612=100",47.5
1167,2005-03-01,"Saskatoon, Saskatchewan",Total (house and land),"Index, 201612=100",55.0
1168,2005-03-01,"Calgary, Alberta",Total (house and land),"Index, 201612=100",52.4
1169,2005-03-01,"Edmonton, Alberta",Total (house and land),"Index, 201612=100",62.8
1170,2005-03-01,"Kelowna, British Columbia",Total (house and land),"Index, 201612=100",
1171,2005-03-01,"Vancouver, British Columbia",Total (house and land),"Index, 201612=100",83.1
1172,2005-03-01,"Victoria, British Columbia",Total (house and land),"Index, 201612=100",106.9
1173,2005-04-01,"St. John's, Newfoundland and Labrador",Total (house and land),"Index, 201612=100",59.9
1174,2005-04-01,"Halifax, Nova Scotia",Total (house and land),"Index, 201612=100",73.6
1175,2005-04-01,"Québec, Quebec",Total (house and land),"Index, 201612=100",73.9
